External Quantum Efficiency	v1.4.7137.26188
Date Time:	Wednesday, 22 June 2022 00:15:39
Dimensions:	4
TotalSteps:	3390
SourceFile 	D:\users\nanoscalesolar\Documents\Eitan\Cal.eqe
Sample:    	?
Operator:  	Nanoscalesolar
Comments:  	

Loops:
>	Repeat 10 times
>	Wavelength from 500 to 780 [nm] in 113 steps
>	Focus Correction [no-loop]
>	Repeat 3 times

Operations:
>	Delay [100 ms]
>	LockIn Sensitivity Tracker
>	LockIn Amplifier : M
>	LockIn Amplifier : IS
>	LockIn Amplifier : R

Parameters:
>	Repeat	x	0	10	R	{From=0,To=9}
>	Wavelength	nm	1	113	R	{From=500,To=780}
>	Focus CorrectionY	µm	3	1	V	0
>	Repeat	x	0	3	R	{From=0,To=2}

Results:
>	M	V	-1
>	Phase	'	2
>	IS	A	-1
>	Phase	'	2
>	R	V	-1
>	Phase	'	2

-= Wavelength - AOTF VIS =-
Channels:     	8
Range:        	370 - 800 nm
AutoOptPower: 	ON
Modulation:   	ON
Ch:0	Wavelength: 500.0 nm	Frequency: 126.775 MHz	Power: 5000

-= Focus Correction =-
Piezo X:     	OFF
Piezo Y:     	ON 'NewNKT_Focus_corrloopback'
Piezo Z:     	OFF

-= LockIn Sensitivity Tracker =-
Active: 	LIA I, LIA II, LIA III

-= LockIn Amplifier - LIA I =-
OutputParameter:      	M
Sensitivity:          	200 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.5
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA III =-
OutputParameter:      	IS
Sensitivity:          	5 nA
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.497
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	I (1MΩ)
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA II =-
OutputParameter:      	R
Sensitivity:          	5 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	71.497
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating


Index	Repeat [x]	Wavelength [nm]	Focus CorrectionY [µm]	Repeat [x]	M [V]	Phase [']	IS [A]	Phase [']	R [V]	Phase [']
1109	3	575.0	2.700	2	2.543526E-001	1.81	6.645942E-009	0.26	4.398354E-002	0.25
1110	3	577.5	2.684	0	2.634130E-001	1.81	6.888602E-009	0.26	4.560628E-002	0.25
1111	3	577.5	2.684	1	2.634130E-001	1.81	6.887489E-009	0.26	4.560628E-002	0.25
1112	3	577.5	2.684	2	2.635315E-001	1.81	6.891710E-009	0.26	4.561465E-002	0.25
1113	3	580.0	2.664	0	2.696166E-001	1.81	7.068409E-009	0.26	4.672305E-002	0.25
1114	3	580.0	2.664	1	2.697351E-001	1.81	7.073201E-009	0.26	4.674892E-002	0.25
1115	3	580.0	2.664	2	2.696166E-001	1.81	7.068173E-009	0.26	4.672765E-002	0.25
1116	3	582.5	2.642	0	2.724434E-001	1.81	7.164364E-009	0.26	4.725037E-002	0.25
1117	3	582.5	2.642	1	2.725172E-001	1.81	7.165477E-009	0.26	4.724308E-002	0.25
1118	3	582.5	2.642	2	2.725027E-001	1.81	7.166122E-009	0.26	4.725597E-002	0.25
1119	3	585.0	2.616	0	2.825401E-001	1.81	7.463739E-009	0.26	4.903780E-002	0.25
1120	3	585.0	2.616	1	2.824953E-001	1.81	7.462689E-009	0.26	4.903235E-002	0.25
1121	3	585.0	2.616	2	2.825691E-001	1.81	7.464382E-009	0.26	4.905362E-002	0.25
1122	3	587.5	2.588	0	3.349135E-001	1.81	9.011196E-009	0.26	5.861186E-002	0.25
1123	3	587.5	2.588	1	3.353885E-001	1.81	9.022858E-009	0.26	5.864615E-002	0.25
1124	3	587.5	2.588	2	3.352243E-001	1.81	9.016063E-009	0.26	5.862757E-002	0.25
1125	3	590.0	2.556	0	3.503542E-001	1.81	9.459902E-009	0.26	6.134673E-002	0.25
1126	3	590.0	2.556	1	3.502949E-001	1.81	9.460373E-009	0.26	6.133381E-002	0.25
1127	3	590.0	2.556	2	3.503687E-001	1.81	9.463246E-009	0.26	6.133940E-002	0.25
1128	3	592.5	2.522	0	3.075432E-001	1.81	8.127372E-009	0.26	5.330211E-002	0.25
1129	3	592.5	2.522	1	3.075576E-001	1.81	8.128251E-009	0.26	5.332153E-002	0.25
1130	3	592.5	2.522	2	3.075129E-001	1.81	8.126558E-009	0.26	5.330301E-002	0.25
1131	3	595.0	2.484	0	2.956256E-001	1.81	7.773987E-009	0.26	5.109551E-002	0.25
1132	3	595.0	2.484	1	2.956256E-001	1.81	7.775735E-009	0.26	5.109831E-002	0.25
1133	3	595.0	2.484	2	2.956401E-001	1.81	7.777257E-009	0.26	5.111035E-002	0.25
1134	3	597.5	2.444	0	3.048628E-001	1.81	8.009146E-009	0.26	5.259716E-002	0.25
1135	3	597.5	2.444	1	3.049823E-001	1.81	8.009553E-009	0.26	5.258511E-002	0.25
1136	3	597.5	2.444	2	3.048035E-001	1.81	8.005630E-009	0.26	5.259895E-002	0.25
1137	3	600.0	2.400	0	3.329307E-001	1.81	8.730098E-009	0.26	5.729153E-002	0.25
1138	3	600.0	2.400	1	3.330045E-001	1.81	8.729521E-009	0.26	5.726850E-002	0.25
1139	3	600.0	2.400	2	3.330189E-001	1.81	8.731449E-009	0.26	5.729813E-002	0.25
1140	3	602.5	2.352	0	3.647285E-001	1.81	9.552180E-009	0.26	6.257549E-002	0.25
1141	3	602.5	2.352	1	3.647878E-001	1.81	9.552115E-009	0.26	6.259302E-002	0.25
1142	3	602.5	2.352	2	3.647140E-001	1.81	9.548429E-009	0.26	6.256059E-002	0.25
1143	3	605.0	2.299	0	3.918922E-001	1.81	1.025796E-008	0.26	6.704348E-002	0.25
1144	3	605.0	2.299	1	3.918777E-001	1.81	1.026452E-008	0.26	6.708797E-002	0.25
1145	3	605.0	2.299	2	3.919369E-001	1.81	1.026236E-008	0.26	6.708051E-002	0.25
1146	3	607.5	2.242	0	4.109745E-001	1.81	1.076357E-008	0.26	7.015771E-002	0.25
1147	3	607.5	2.242	1	4.110627E-001	1.81	1.076799E-008	0.26	7.019108E-002	0.25
1148	3	607.5	2.242	2	4.111522E-001	1.81	1.076776E-008	0.26	7.016880E-002	0.25
1149	3	610.0	2.182	0	4.269919E-001	1.81	1.117505E-008	0.26	7.269650E-002	0.25
1150	3	610.0	2.182	1	4.269327E-001	1.81	1.117434E-008	0.26	7.271042E-002	0.25
1151	3	610.0	2.182	2	4.269919E-001	1.81	1.117695E-008	0.26	7.269271E-002	0.25
1152	3	612.5	2.119	0	4.415730E-001	1.81	1.152593E-008	0.26	7.494926E-002	0.25
1153	3	612.5	2.119	1	4.416323E-001	1.81	1.152799E-008	0.26	7.497808E-002	0.25
1154	3	612.5	2.119	2	4.416020E-001	1.81	1.152680E-008	0.26	7.495862E-002	0.25
1155	3	615.0	2.054	0	4.552666E-001	1.81	1.184491E-008	0.26	7.701542E-002	0.25
1156	3	615.0	2.054	1	4.552074E-001	1.81	1.184681E-008	0.26	7.705054E-002	0.25
1157	3	615.0	2.054	2	4.551929E-001	1.81	1.184103E-008	0.26	7.699689E-002	0.25
1158	3	617.5	1.989	0	4.654649E-001	1.81	1.208618E-008	0.26	7.844008E-002	0.25
1159	3	617.5	1.989	1	4.654808E-001	1.81	1.208256E-008	0.26	7.843551E-002	0.25
1160	3	617.5	1.989	2	4.654952E-001	1.81	1.208381E-008	0.26	7.841888E-002	0.25
1161	3	620.0	1.925	0	4.740660E-001	1.81	1.230616E-008	0.26	7.956062E-002	0.25
1162	3	620.0	1.925	1	4.739330E-001	1.81	1.230514E-008	0.26	7.956621E-002	0.25
1163	3	620.0	1.925	2	4.741556E-001	1.81	1.230808E-008	0.26	7.957524E-002	0.25
1164	3	622.5	1.861	0	4.801655E-001	1.81	1.247353E-008	0.26	8.028038E-002	0.25
1165	3	622.5	1.861	1	4.802696E-001	1.81	1.247718E-008	0.26	8.028412E-002	0.25
1166	3	622.5	1.861	2	4.801510E-001	1.81	1.247306E-008	0.26	8.025257E-002	0.25
1167	3	625.0	1.800	0	4.931339E-001	1.81	1.280337E-008	0.26	8.213805E-002	0.25
1168	3	625.0	1.800	1	4.931036E-001	1.81	1.280408E-008	0.26	8.215301E-002	0.25
1169	3	625.0	1.800	2	4.931339E-001	1.81	1.280272E-008	0.26	8.209374E-002	0.25
1170	3	627.5	1.740	0	5.152070E-001	1.81	1.334288E-008	0.26	8.550590E-002	0.25
1171	3	627.5	1.740	1	5.151926E-001	1.81	1.335009E-008	0.26	8.557440E-002	0.25
1172	3	627.5	1.740	2	5.153993E-001	1.81	1.335388E-008	0.26	8.557989E-002	0.25
1173	3	630.0	1.680	0	5.385672E-001	1.81	1.390915E-008	0.26	8.909935E-002	0.25
1174	3	630.0	1.680	1	5.384632E-001	1.81	1.390576E-008	0.26	8.910307E-002	0.25
1175	3	630.0	1.680	2	5.385672E-001	1.81	1.390939E-008	0.26	8.910682E-002	0.25
1176	3	632.5	1.620	0	5.587581E-001	1.81	1.438609E-008	0.26	9.211183E-002	0.25
1177	3	632.5	1.620	1	5.586106E-001	1.81	1.438522E-008	0.26	9.208973E-002	0.25
1178	3	632.5	1.620	2	5.586844E-001	1.81	1.438703E-008	0.26	9.211183E-002	0.25
1179	3	635.0	1.560	0	5.696552E-001	1.81	1.464532E-008	0.26	9.349782E-002	0.25
1180	3	635.0	1.560	1	5.699515E-001	1.81	1.465253E-008	0.26	9.356628E-002	0.25
1181	3	635.0	1.560	2	5.697579E-001	1.81	1.464469E-008	0.26	9.352366E-002	0.25
1182	3	637.5	1.500	0	5.706309E-001	1.81	1.465569E-008	0.26	9.329424E-002	0.25
1183	3	637.5	1.500	1	5.704979E-001	1.81	1.465007E-008	0.26	9.325348E-002	0.25
1184	3	637.5	1.500	2	5.704979E-001	1.81	1.465102E-008	0.26	9.325745E-002	0.25
1185	3	640.0	1.440	0	5.689879E-001	1.81	1.459049E-008	0.26	9.261889E-002	0.25
1186	3	640.0	1.440	1	5.690024E-001	1.81	1.458644E-008	0.26	9.260229E-002	0.25
1187	3	640.0	1.440	2	5.691064E-001	1.81	1.459396E-008	0.26	9.264660E-002	0.25
1188	3	642.5	1.380	0	5.708824E-001	1.81	1.460306E-008	0.26	9.255052E-002	0.25
1189	3	642.5	1.380	1	5.708522E-001	1.81	1.459688E-008	0.26	9.251898E-002	0.25
1190	3	642.5	1.380	2	5.707942E-001	1.81	1.459657E-008	0.26	9.251338E-002	0.25
1191	3	645.0	1.320	0	5.845616E-001	1.81	1.489870E-008	0.26	9.434545E-002	0.25
1192	3	645.0	1.320	1	5.846064E-001	1.81	1.489942E-008	0.26	9.436377E-002	0.25
1193	3	645.0	1.320	2	5.846353E-001	1.81	1.489934E-008	0.26	9.432872E-002	0.25
1194	3	647.5	1.260	0	6.065893E-001	1.81	1.540555E-008	0.26	9.740409E-002	0.25
1195	3	647.5	1.260	1	6.064852E-001	1.81	1.540142E-008	0.26	9.732999E-002	0.25
1196	3	647.5	1.260	2	6.067367E-001	1.81	1.540657E-008	0.26	9.735981E-002	0.25
1197	3	650.0	1.200	0	6.306744E-001	1.81	1.598481E-008	0.26	1.006905E-001	0.25
1198	3	650.0	1.200	1	6.305559E-001	1.81	1.598450E-008	0.26	1.007089E-001	0.25
1199	3	650.0	1.200	2	6.307785E-001	1.81	1.599033E-008	0.26	1.006998E-001	0.25
1200	3	652.5	1.140	0	6.486313E-001	1.81	1.644223E-008	0.26	1.030127E-001	0.25
1201	3	652.5	1.140	1	6.486010E-001	1.81	1.641409E-008	0.26	1.030277E-001	0.25
1202	3	652.5	1.140	2	6.487050E-001	1.81	1.641409E-008	0.26	1.030292E-001	0.25
1203	3	655.0	1.080	0	6.581792E-001	1.81	1.666075E-008	0.26	1.040621E-001	0.25
1204	3	655.0	1.080	1	6.580896E-001	1.81	1.665981E-008	0.26	1.040971E-001	0.25
1205	3	655.0	1.080	2	6.580606E-001	1.81	1.665948E-008	0.26	1.040640E-001	0.25
1206	3	657.5	1.020	0	6.662917E-001	1.81	1.685937E-008	0.26	1.049518E-001	0.25
1207	3	657.5	1.020	1	6.663062E-001	1.81	1.686190E-008	0.26	1.050125E-001	0.25
1208	3	657.5	1.020	2	6.664102E-001	1.81	1.685890E-008	0.26	1.049645E-001	0.25
1209	3	660.0	0.960	0	6.727747E-001	1.81	1.698859E-008	0.26	1.056886E-001	0.25
1210	3	660.0	0.960	1	6.728195E-001	1.81	1.698954E-008	0.26	1.056773E-001	0.25
1211	3	660.0	0.960	2	6.727603E-001	1.81	1.698591E-008	0.26	1.056776E-001	0.25
1212	3	662.5	0.900	0	6.775866E-001	1.81	1.703569E-008	0.26	1.059530E-001	0.25
1213	3	662.5	0.900	1	6.777343E-001	1.81	1.703616E-008	0.26	1.059625E-001	0.25
1214	3	662.5	0.900	2	6.777935E-001	1.81	1.704415E-008	0.26	1.060177E-001	0.25
1215	3	665.0	0.840	0	6.848846E-001	1.81	1.713286E-008	0.26	1.065118E-001	0.25
1216	3	665.0	0.840	1	6.849728E-001	1.81	1.713333E-008	0.26	1.065501E-001	0.25
1217	3	665.0	0.840	2	6.848846E-001	1.81	1.712849E-008	0.26	1.064635E-001	0.25
1218	3	667.5	0.780	0	6.874151E-001	1.81	1.712003E-008	0.26	1.062989E-001	0.25
1219	3	667.5	0.780	1	6.874151E-001	1.81	1.711702E-008	0.26	1.062209E-001	0.25
1220	3	667.5	0.780	2	6.873558E-001	1.81	1.711735E-008	0.26	1.063085E-001	0.25
1221	3	670.0	0.720	0	6.980437E-001	1.81	1.734658E-008	0.26	1.072221E-001	0.25
1222	3	670.0	0.720	1	6.979699E-001	1.81	1.734374E-008	0.26	1.072458E-001	0.25
1223	3	670.0	0.720	2	6.981029E-001	1.81	1.734201E-008	0.26	1.072111E-001	0.25
1224	3	672.5	0.660	0	7.118558E-001	1.81	1.767569E-008	0.26	1.085843E-001	0.25
1225	3	672.5	0.660	1	7.117676E-001	1.81	1.767333E-008	0.26	1.085655E-001	0.25
1226	3	672.5	0.660	2	7.117083E-001	1.81	1.767554E-008	0.26	1.086212E-001	0.25
1227	3	675.0	0.600	0	7.293545E-001	1.81	1.810760E-008	0.26	1.105402E-001	0.25
1228	3	675.0	0.600	1	7.292504E-001	1.81	1.810445E-008	0.26	1.105323E-001	0.25
1229	3	675.0	0.600	2	7.293097E-001	1.81	1.810855E-008	0.26	1.105254E-001	0.25
1230	3	677.5	0.539	0	7.497824E-001	1.81	1.859077E-008	0.26	1.129012E-001	0.25
1231	3	677.5	0.539	1	7.497231E-001	1.81	1.859325E-008	0.26	1.129554E-001	0.25
1232	3	677.5	0.539	2	7.496639E-001	1.81	1.858982E-008	0.26	1.128900E-001	0.25
1233	3	680.0	0.475	0	7.647345E-001	1.81	1.892124E-008	0.26	1.144690E-001	0.25
1234	3	680.0	0.475	1	7.647937E-001	1.81	1.891578E-008	0.26	1.144152E-001	0.25
1235	3	680.0	0.475	2	7.646897E-001	1.81	1.891625E-008	0.26	1.144758E-001	0.25
1236	3	682.5	0.411	0	7.703155E-001	1.81	1.899175E-008	0.26	1.144652E-001	0.25
1237	3	682.5	0.411	1	7.703300E-001	1.81	1.899443E-008	0.26	1.145500E-001	0.25
1238	3	682.5	0.411	2	7.702707E-001	1.81	1.899048E-008	0.26	1.144702E-001	0.25
1239	3	685.0	0.346	0	7.706552E-001	1.81	1.893849E-008	0.26	1.136950E-001	0.25
1240	3	685.0	0.346	1	7.707882E-001	1.81	1.894450E-008	0.26	1.137802E-001	0.25
1241	3	685.0	0.346	2	7.707738E-001	1.81	1.894545E-008	0.26	1.137135E-001	0.25
1242	3	687.5	0.281	0	7.541941E-001	1.81	1.850737E-008	0.26	1.105404E-001	0.25
1243	3	687.5	0.281	1	7.542389E-001	1.81	1.850422E-008	0.26	1.105215E-001	0.25
1244	3	687.5	0.281	2	7.541204E-001	1.81	1.850643E-008	0.26	1.105463E-001	0.25
1245	3	690.0	0.218	0	7.318402E-001	1.81	1.794744E-008	0.26	1.064753E-001	0.25
1246	3	690.0	0.218	1	7.317954E-001	1.81	1.794697E-008	0.26	1.065002E-001	0.25
1247	3	690.0	0.218	2	7.319587E-001	1.81	1.794918E-008	0.26	1.064562E-001	0.25
1248	3	692.5	0.158	0	7.309975E-001	1.81	1.793724E-008	0.26	1.055862E-001	0.25
1249	3	692.5	0.158	1	7.310857E-001	1.81	1.793977E-008	0.26	1.057140E-001	0.25
1250	3	692.5	0.158	2	7.308934E-001	1.81	1.792939E-008	0.26	1.055623E-001	0.25
1251	3	695.0	0.101	0	7.598489E-001	1.81	1.864980E-008	0.26	1.089325E-001	0.25
1252	3	695.0	0.101	1	7.598489E-001	1.81	1.864538E-008	0.26	1.089392E-001	0.25
1253	3	695.0	0.101	2	7.598489E-001	1.81	1.865196E-008	0.26	1.090268E-001	0.25
1254	3	697.5	0.048	0	8.006770E-001	1.81	1.964649E-008	0.26	1.141265E-001	0.25
1255	3	697.5	0.048	1	8.007218E-001	1.81	1.964696E-008	0.26	1.140357E-001	0.25
1256	3	697.5	0.048	2	8.005440E-001	1.81	1.964696E-008	0.26	1.140857E-001	0.25
1257	3	700.0	0.000	0	8.287594E-001	1.81	2.029607E-008	0.26	1.171466E-001	0.25
1258	3	700.0	0.000	1	8.286544E-001	1.81	2.029480E-008	0.26	1.170996E-001	0.25
1259	3	700.0	0.000	2	8.287147E-001	1.81	2.029855E-008	0.26	1.171992E-001	0.25
1260	3	702.5	-0.042	0	8.451613E-001	1.81	2.065122E-008	0.26	1.186855E-001	0.25
1261	3	702.5	-0.042	1	8.454128E-001	1.81	2.065169E-008	0.26	1.185507E-001	0.25
1262	3	702.5	-0.042	2	8.452943E-001	1.81	2.064822E-008	0.26	1.185269E-001	0.25
1263	3	705.0	-0.079	0	8.498236E-001	1.81	2.071121E-008	0.26	1.184640E-001	0.25
1264	3	705.0	-0.079	1	8.499421E-001	1.81	2.070914E-008	0.26	1.182991E-001	0.25
1265	3	705.0	-0.079	2	8.498828E-001	1.81	2.070505E-008	0.26	1.183819E-001	0.25
1266	3	707.5	-0.112	0	8.476183E-001	1.81	2.062607E-008	0.26	1.171054E-001	0.25
1267	3	707.5	-0.112	1	8.476328E-001	1.81	2.062312E-008	0.26	1.169462E-001	0.25
1268	3	707.5	-0.112	2	8.474998E-001	1.81	2.062528E-008	0.26	1.170485E-001	0.25
1269	3	710.0	-0.142	0	8.314232E-001	1.81	2.025898E-008	0.26	1.139840E-001	0.25
1270	3	710.0	-0.142	1	8.317629E-001	1.81	2.026119E-008	0.26	1.139616E-001	0.25
1271	3	710.0	-0.142	2	8.317339E-001	1.81	2.026697E-008	0.26	1.139472E-001	0.25
1272	3	712.5	-0.169	0	8.018452E-001	1.81	1.957203E-008	0.26	1.087543E-001	0.25
1273	3	712.5	-0.169	1	8.018452E-001	1.81	1.957819E-008	0.26	1.087992E-001	0.25
1274	3	712.5	-0.169	2	8.019647E-001	1.81	1.958651E-008	0.26	1.089213E-001	0.25
1275	3	715.0	-0.194	0	7.622161E-001	1.81	1.866875E-008	0.26	1.026201E-001	0.25
1276	3	715.0	-0.194	1	7.620686E-001	1.81	1.866184E-008	0.26	1.024278E-001	0.25
1277	3	715.0	-0.194	2	7.620686E-001	1.81	1.866470E-008	0.26	1.026332E-001	0.25
1278	3	717.5	-0.219	0	7.173921E-001	1.81	1.762387E-008	0.26	9.580332E-002	0.25
1279	3	717.5	-0.219	1	7.169628E-001	1.81	1.762355E-008	0.26	9.577977E-002	0.25
1280	3	717.5	-0.219	2	7.170220E-001	1.81	1.762039E-008	0.26	9.578840E-002	0.25
1281	3	720.0	-0.245	0	6.774380E-001	1.81	1.670428E-008	0.26	9.003742E-002	0.25
1282	3	720.0	-0.245	1	6.775262E-001	1.81	1.670189E-008	0.26	8.985614E-002	0.25
1283	3	720.0	-0.245	2	6.775710E-001	1.81	1.670658E-008	0.26	8.996916E-002	0.25
1284	3	722.5	-0.271	0	6.398812E-001	1.81	1.581759E-008	0.26	8.442891E-002	0.25
1285	3	722.5	-0.271	1	6.398364E-001	1.81	1.581745E-008	0.26	8.449751E-002	0.25
1286	3	722.5	-0.271	2	6.397627E-001	1.81	1.581213E-008	0.26	8.447316E-002	0.25
1287	3	725.0	-0.300	0	6.160920E-001	1.81	1.524878E-008	0.26	8.088345E-002	0.25
1288	3	725.0	-0.300	1	6.160920E-001	1.81	1.524751E-008	0.26	8.080044E-002	0.25
1289	3	725.0	-0.300	2	6.159725E-001	1.81	1.524610E-008	0.26	8.088176E-002	0.25
1290	3	727.5	-0.343	0	6.274016E-001	1.81	1.553873E-008	0.26	8.185313E-002	0.25
1291	3	727.5	-0.343	1	6.276978E-001	1.81	1.554879E-008	0.26	8.191986E-002	0.25
1292	3	727.5	-0.343	2	6.274463E-001	1.81	1.554047E-008	0.26	8.182169E-002	0.25
1293	3	730.0	-0.405	0	6.597181E-001	1.81	1.634738E-008	0.26	8.545767E-002	0.25
1294	3	730.0	-0.405	1	6.598063E-001	1.81	1.635538E-008	0.26	8.557092E-002	0.25
1295	3	730.0	-0.405	2	6.599248E-001	1.81	1.635490E-008	0.26	8.554285E-002	0.25
1296	3	732.5	-0.478	0	6.732484E-001	1.81	1.670710E-008	0.26	8.678120E-002	0.25
1297	3	732.5	-0.478	1	6.733222E-001	1.81	1.670522E-008	0.26	8.677331E-002	0.25
1298	3	732.5	-0.478	2	6.733222E-001	1.81	1.670758E-008	0.26	8.679385E-002	0.25
1299	3	735.0	-0.554	0	6.698874E-001	1.81	1.665276E-008	0.26	8.583328E-002	0.25
1300	3	735.0	-0.554	1	6.699019E-001	1.81	1.665243E-008	0.26	8.580969E-002	0.25
1301	3	735.0	-0.554	2	6.696494E-001	1.81	1.664707E-008	0.26	8.584260E-002	0.25
1302	3	737.5	-0.625	0	6.582516E-001	1.81	1.639778E-008	0.26	8.377752E-002	0.25
1303	3	737.5	-0.625	1	6.582963E-001	1.81	1.640009E-008	0.26	8.376679E-002	0.25
1304	3	737.5	-0.625	2	6.583108E-001	1.81	1.639867E-008	0.26	8.382379E-002	0.25
1305	3	740.0	-0.682	0	6.154695E-001	1.81	1.536075E-008	0.26	7.783246E-002	0.25
1306	3	740.0	-0.682	1	6.152180E-001	1.81	1.535380E-008	0.26	7.778034E-002	0.25
1307	3	740.0	-0.682	2	6.152772E-001	1.81	1.535728E-008	0.26	7.780843E-002	0.25
1308	3	742.5	-0.716	0	5.705559E-001	1.81	1.424705E-008	0.26	7.156311E-002	0.25
1309	3	742.5	-0.716	1	5.702306E-001	1.81	1.424847E-008	0.26	7.157447E-002	0.25
1310	3	742.5	-0.716	2	5.704084E-001	1.81	1.424578E-008	0.26	7.160005E-002	0.25
1311	3	745.0	-0.719	0	5.155468E-001	1.81	1.287791E-008	0.26	6.424098E-002	0.25
1312	3	745.0	-0.719	1	5.155612E-001	1.81	1.287838E-008	0.26	6.422601E-002	0.25
1313	3	745.0	-0.719	2	5.151767E-001	1.81	1.287133E-008	0.26	6.420395E-002	0.25
1314	3	747.5	-0.683	0	4.645472E-001	1.81	1.158600E-008	0.26	5.741466E-002	0.25
1315	3	747.5	-0.683	1	4.644141E-001	1.81	1.158473E-008	0.26	5.741664E-002	0.25
1316	3	747.5	-0.683	2	4.644879E-001	1.81	1.158647E-008	0.26	5.741466E-002	0.25
1317	3	750.0	-0.600	0	4.338749E-001	1.81	1.079878E-008	0.26	5.318094E-002	0.25
1318	3	750.0	-0.600	1	4.338749E-001	1.81	1.079925E-008	0.26	5.316422E-002	0.25
1319	3	750.0	-0.600	2	4.340079E-001	1.81	1.080504E-008	0.26	5.317919E-002	0.25
1320	3	752.5	-0.468	0	4.088271E-001	1.81	1.014934E-008	0.26	4.967621E-002	0.25
1321	3	752.5	-0.468	1	4.090194E-001	1.81	1.015508E-008	0.26	4.970414E-002	0.25
1322	3	752.5	-0.468	2	4.091379E-001	1.81	1.015461E-008	0.26	4.970402E-002	0.25
1323	3	755.0	-0.294	0	3.933430E-001	1.81	9.738534E-009	0.26	4.736699E-002	0.25
1324	3	755.0	-0.294	1	3.933430E-001	1.81	9.738063E-009	0.26	4.736324E-002	0.25
1325	3	755.0	-0.294	2	3.934167E-001	1.81	9.740764E-009	0.26	4.739294E-002	0.25
1326	3	757.5	-0.086	0	3.645060E-001	1.81	9.005152E-009	0.26	4.347734E-002	0.25
1327	3	757.5	-0.086	1	3.643875E-001	1.81	9.003403E-009	0.26	4.347372E-002	0.25
1328	3	757.5	-0.086	2	3.642545E-001	1.81	8.999416E-009	0.26	4.346074E-002	0.25
1329	3	760.0	0.151	0	3.296881E-001	1.81	8.133279E-009	0.26	3.894387E-002	0.25
1330	3	760.0	0.151	1	3.297473E-001	1.81	8.135509E-009	0.26	3.895310E-002	0.25
1331	3	760.0	0.151	2	3.298803E-001	1.81	8.137267E-009	0.26	3.897717E-002	0.25
1332	3	762.5	0.412	0	2.864030E-001	1.81	7.056211E-009	0.26	3.348333E-002	0.25
1333	3	762.5	0.412	1	2.864768E-001	1.81	7.056211E-009	0.26	3.349256E-002	0.25
1334	3	762.5	0.412	2	2.864623E-001	1.81	7.056211E-009	0.26	3.349069E-002	0.25
1335	3	765.0	0.690	0	2.490824E-001	1.81	6.127865E-009	0.26	2.879245E-002	0.25
1336	3	765.0	0.690	1	2.490824E-001	1.81	6.127394E-009	0.26	2.879245E-002	0.25
1337	3	765.0	0.690	2	2.490232E-001	1.81	6.125636E-009	0.26	2.879245E-002	0.25
1338	3	767.5	0.980	0	2.179216E-001	1.81	5.351253E-009	0.26	2.489730E-002	0.25
1339	3	767.5	0.980	1	2.178479E-001	1.81	5.351723E-009	0.26	2.489917E-002	0.25
1340	3	767.5	0.980	2	2.179216E-001	1.81	5.351253E-009	0.26	2.488807E-002	0.25
1341	3	770.0	1.276	0	1.864201E-001	1.81	4.568078E-009	0.26	2.105589E-002	0.25
1342	3	770.0	1.276	1	1.864938E-001	1.81	4.569836E-009	0.26	2.107063E-002	0.25
1343	3	770.0	1.276	2	1.864938E-001	1.81	4.571585E-009	0.26	2.107250E-002	0.25
1344	3	772.5	1.571	0	1.681973E-001	1.81	4.111808E-009	0.26	1.876690E-002	0.25
1345	3	772.5	1.571	1	1.680788E-001	1.81	4.108761E-009	0.26	1.875954E-002	0.25
1346	3	772.5	1.571	2	1.681380E-001	1.81	4.110049E-009	0.26	1.876322E-002	0.25
1347	3	775.0	1.861	0	1.571538E-001	1.81	3.827481E-009	0.26	1.732084E-002	0.25
1348	3	775.0	1.861	1	1.572131E-001	1.81	3.830997E-009	0.26	1.733012E-002	0.25
1349	3	775.0	1.861	2	1.572131E-001	1.81	3.830997E-009	0.26	1.733199E-002	0.25
1350	3	777.5	2.139	0	1.445121E-001	1.81	3.508009E-009	0.26	1.571374E-002	0.25
1351	3	777.5	2.139	1	1.444528E-001	1.81	3.506251E-009	0.26	1.570259E-002	0.25
1352	3	777.5	2.139	2	1.444528E-001	1.81	3.505137E-009	0.26	1.570534E-002	0.25
1353	3	780.0	2.400	0	1.469544E-001	1.81	3.555879E-009	0.26	1.576370E-002	0.25
1354	3	780.0	2.400	1	1.469544E-001	1.81	3.555879E-009	0.26	1.576370E-002	0.25
1355	3	780.0	2.400	2	1.470137E-001	1.81	3.557627E-009	0.26	1.577293E-002	0.25
1356	4	500.0	2.400	0	2.763791E-002	1.81	4.220549E-010	0.26	2.452725E-003	0.25
1357	4	500.0	2.400	1	2.765651E-002	1.81	4.223171E-010	0.26	2.450419E-003	0.25
