External Quantum Efficiency	v1.4.7137.26188
Date Time:	Sunday, 05 June 2022 17:51:47
Dimensions:	4
TotalSteps:	3390
SourceFile 	D:\users\nanoscalesolar\Documents\Eitan\Cal.eqe
Sample:    	?
Operator:  	Nanoscalesolar
Comments:  	

Loops:
>	Repeat 10 times
>	Wavelength from 500.0 to 780.0 [nm] in 113 steps
>	Focus Correction [no-loop]
>	Repeat 3 times

Operations:
>	Delay [100 ms]
>	LockIn Sensitivity Tracker
>	LockIn Amplifier : M
>	LockIn Amplifier : IS
>	LockIn Amplifier : R

Parameters:
>	Repeat	x	0	10	R	{From=0,To=9}
>	Wavelength	nm	1	113	R	{From=500,To=780}
>	Focus CorrectionY	µm	3	1	V	0
>	Repeat	x	0	3	R	{From=0,To=2}

Results:
>	M	V	-1
>	Phase	'	2
>	IS	A	-1
>	Phase	'	2
>	R	V	-1
>	Phase	'	2

-= Wavelength - AOTF VIS =-
Channels:     	8
Range:        	370 - 800 nm
AutoOptPower: 	ON
Modulation:   	ON
Ch:0	Wavelength: 500.0 nm	Frequency: 126.775 MHz	Power: 5000

-= Focus Correction =-
Piezo X:     	OFF
Piezo Y:     	ON 'NewNKT_Focus_corr'
Piezo Z:     	OFF

-= LockIn Sensitivity Tracker =-
Active: 	LIA I, LIA II, LIA III

-= LockIn Amplifier - LIA I =-
OutputParameter:      	M
Sensitivity:          	500 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.98
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA III =-
OutputParameter:      	IS
Sensitivity:          	10 nA
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.982
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	I (1MΩ)
InputShieldGrounding: 	Floating

-= LockIn Amplifier - LIA II =-
OutputParameter:      	R
Sensitivity:          	50 mV
FilterTimeConstant:   	30 ms
FilterSlope:          	_24dBpOct
ReferenceFrequency:   	70.9782
DetectionHarmonic:    	1
InputCoupling:        	AC
InputModes:           	Channel A
InputShieldGrounding: 	Floating


Index	Repeat [x]	Wavelength [nm]	Focus CorrectionY [µm]	Repeat [x]	M [V]	Phase [']	IS [A]	Phase [']	R [V]	Phase [']
1906	5	675.0	0.600	1	3.955980E-001	1.82	1.004709E-008	0.27	4.980938E-002	0.25
1907	5	675.0	0.600	2	3.955389E-001	1.82	1.004271E-008	0.27	4.978626E-002	0.25
1908	5	677.5	0.539	0	3.978849E-001	1.82	1.006910E-008	0.27	4.976491E-002	0.25
1909	5	677.5	0.539	1	3.980035E-001	1.82	1.006982E-008	0.27	4.976586E-002	0.25
1910	5	677.5	0.539	2	3.979516E-001	1.82	1.007158E-008	0.27	4.977779E-002	0.25
1911	5	680.0	0.475	0	3.975153E-001	1.82	1.002874E-008	0.27	4.944297E-002	0.25
1912	5	680.0	0.475	1	3.975672E-001	1.82	1.003034E-008	0.27	4.945778E-002	0.25
1913	5	680.0	0.475	2	3.975005E-001	1.82	1.003473E-008	0.27	4.948937E-002	0.25
1914	5	682.5	0.411	0	3.926079E-001	1.82	9.876793E-009	0.27	4.857430E-002	0.25
1915	5	682.5	0.411	1	3.926003E-001	1.82	9.877188E-009	0.27	4.857223E-002	0.25
1916	5	682.5	0.411	2	3.925565E-001	1.82	9.874556E-009	0.27	4.856028E-002	0.25
1917	5	685.0	0.346	0	3.834077E-001	1.82	9.632303E-009	0.27	4.719847E-002	0.25
1918	5	685.0	0.346	1	3.835777E-001	1.82	9.631905E-009	0.27	4.718734E-002	0.25
1919	5	685.0	0.346	2	3.835410E-001	1.82	9.632939E-009	0.27	4.719928E-002	0.25
1920	5	687.5	0.281	0	3.711206E-001	1.82	9.292005E-009	0.27	4.532752E-002	0.25
1921	5	687.5	0.281	1	3.711873E-001	1.82	9.302214E-009	0.27	4.537856E-002	0.25
1922	5	687.5	0.281	2	3.712164E-001	1.82	9.299979E-009	0.27	4.536359E-002	0.25
1923	5	690.0	0.218	0	3.579533E-001	1.82	8.934321E-009	0.27	4.335862E-002	0.25
1924	5	690.0	0.218	1	3.579457E-001	1.82	8.935044E-009	0.27	4.336144E-002	0.25
1925	5	690.0	0.218	2	3.578943E-001	1.82	8.935285E-009	0.27	4.336894E-002	0.25
1926	5	692.5	0.158	0	3.537562E-001	1.82	8.789868E-009	0.27	4.243619E-002	0.25
1927	5	692.5	0.158	1	3.537853E-001	1.82	8.788991E-009	0.27	4.242883E-002	0.25
1928	5	692.5	0.158	2	3.537638E-001	1.82	8.791623E-009	0.27	4.244178E-002	0.25
1929	5	695.0	0.101	0	3.675156E-001	1.82	9.114834E-009	0.27	4.379265E-002	0.25
1930	5	695.0	0.101	1	3.676190E-001	1.82	9.113079E-009	0.27	4.378233E-002	0.25
1931	5	695.0	0.101	2	3.675599E-001	1.82	9.114834E-009	0.27	4.379537E-002	0.25
1932	5	697.5	0.048	0	3.884560E-001	1.82	9.625437E-009	0.27	4.601035E-002	0.25
1933	5	697.5	0.048	1	3.885818E-001	1.82	9.623046E-009	0.27	4.598720E-002	0.25
1934	5	697.5	0.048	2	3.886623E-001	1.82	9.618812E-009	0.27	4.596963E-002	0.25
1935	5	700.0	0.000	0	4.030304E-001	1.82	1.000410E-008	0.27	4.756927E-002	0.25
1936	5	700.0	0.000	1	4.030151E-001	1.82	1.000035E-008	0.27	4.755840E-002	0.25
1937	5	700.0	0.000	2	4.031923E-001	1.82	1.000625E-008	0.27	4.757673E-002	0.25
1938	5	702.5	-0.042	0	4.118974E-001	1.82	1.023965E-008	0.27	4.842053E-002	0.25
1939	5	702.5	-0.042	1	4.118974E-001	1.82	1.024197E-008	0.27	4.843180E-002	0.25
1940	5	702.5	-0.042	2	4.117792E-001	1.82	1.024173E-008	0.27	4.842799E-002	0.25
1941	5	705.0	-0.079	0	4.164416E-001	1.82	1.036831E-008	0.27	4.873702E-002	0.25
1942	5	705.0	-0.079	1	4.165597E-001	1.82	1.037383E-008	0.27	4.875470E-002	0.25
1943	5	705.0	-0.079	2	4.165749E-001	1.82	1.037195E-008	0.27	4.874629E-002	0.25
1944	5	707.5	-0.112	0	4.173895E-001	1.82	1.040218E-008	0.27	4.856028E-002	0.25
1945	5	707.5	-0.112	1	4.173304E-001	1.82	1.039813E-008	0.27	4.853443E-002	0.25
1946	5	707.5	-0.112	2	4.175822E-001	1.82	1.040010E-008	0.27	4.853811E-002	0.25
1947	5	710.0	-0.142	0	4.140437E-001	1.82	1.029246E-008	0.27	4.766304E-002	0.25
1948	5	710.0	-0.142	1	4.140437E-001	1.82	1.029309E-008	0.27	4.766562E-002	0.25
1949	5	710.0	-0.142	2	4.137484E-001	1.82	1.028170E-008	0.27	4.761857E-002	0.25
1950	5	712.5	-0.169	0	4.036670E-001	1.82	1.000873E-008	0.27	4.596881E-002	0.25
1951	5	712.5	-0.169	1	4.036517E-001	1.82	1.001614E-008	0.27	4.599931E-002	0.25
1952	5	712.5	-0.169	2	4.037108E-001	1.82	1.001622E-008	0.27	4.599370E-002	0.25
1953	5	715.0	-0.194	0	3.884789E-001	1.82	9.604696E-009	0.27	4.370657E-002	0.25
1954	5	715.0	-0.194	1	3.884789E-001	1.82	9.610443E-009	0.27	4.372233E-002	0.25
1955	5	715.0	-0.194	2	3.886561E-001	1.82	9.610925E-009	0.27	4.372601E-002	0.25
1956	5	717.5	-0.219	0	3.686865E-001	1.82	9.097210E-009	0.27	4.097251E-002	0.25
1957	5	717.5	-0.219	1	3.687456E-001	1.82	9.100081E-009	0.27	4.098732E-002	0.25
1958	5	717.5	-0.219	2	3.686713E-001	1.82	9.100563E-009	0.27	4.099100E-002	0.25
1959	5	720.0	-0.245	0	3.495896E-001	1.82	8.629294E-009	0.27	3.848081E-002	0.25
1960	5	720.0	-0.245	1	3.495896E-001	1.82	8.626825E-009	0.27	3.846514E-002	0.25
1961	5	720.0	-0.245	2	3.495153E-001	1.82	8.630325E-009	0.27	3.849194E-002	0.25
1962	5	722.5	-0.271	0	3.277251E-001	1.82	8.101954E-009	0.27	3.580325E-002	0.25
1963	5	722.5	-0.271	1	3.277994E-001	1.82	8.106573E-009	0.27	3.582174E-002	0.25
1964	5	722.5	-0.271	2	3.278432E-001	1.82	8.108086E-009	0.27	3.582542E-002	0.25
1965	5	725.0	-0.300	0	3.121074E-001	1.82	7.725979E-009	0.27	3.381773E-002	0.25
1966	5	725.0	-0.300	1	3.119150E-001	1.82	7.723502E-009	0.27	3.382422E-002	0.25
1967	5	725.0	-0.300	2	3.118997E-001	1.82	7.721506E-009	0.27	3.380846E-002	0.25
1968	5	727.5	-0.329	0	3.149941E-001	1.82	7.802741E-009	0.27	3.385294E-002	0.25
1969	5	727.5	-0.329	1	3.149941E-001	1.82	7.805614E-009	0.27	3.386302E-002	0.25
1970	5	727.5	-0.329	2	3.149350E-001	1.82	7.803618E-009	0.27	3.385279E-002	0.25
1971	5	730.0	-0.358	0	3.255186E-001	1.82	8.071476E-009	0.27	3.469753E-002	0.25
1972	5	730.0	-0.358	1	3.255776E-001	1.82	8.075224E-009	0.27	3.471154E-002	0.25
1973	5	730.0	-0.358	2	3.255033E-001	1.82	8.073231E-009	0.27	3.470690E-002	0.25
1974	5	732.5	-0.385	0	3.238171E-001	1.82	8.030870E-009	0.27	3.418495E-002	0.25
1975	5	732.5	-0.385	1	3.238171E-001	1.82	8.030002E-009	0.27	3.417855E-002	0.25
1976	5	732.5	-0.385	2	3.240095E-001	1.82	8.041004E-009	0.27	3.423312E-002	0.25
1977	5	735.0	-0.413	0	3.117225E-001	1.82	7.722383E-009	0.27	3.251960E-002	0.25
1978	5	735.0	-0.413	1	3.117225E-001	1.82	7.719510E-009	0.27	3.250015E-002	0.25
1979	5	735.0	-0.413	2	3.116044E-001	1.82	7.720870E-009	0.27	3.251688E-002	0.25
1980	5	737.5	-0.441	0	3.003235E-001	1.82	7.421898E-009	0.27	3.091143E-002	0.25
1981	5	737.5	-0.441	1	3.001900E-001	1.82	7.419661E-009	0.27	3.090583E-002	0.25
1982	5	737.5	-0.441	2	3.001157E-001	1.82	7.419902E-009	0.27	3.090679E-002	0.25
1983	5	740.0	-0.469	0	2.768593E-001	1.82	6.828978E-009	0.27	2.815507E-002	0.25
1984	5	740.0	-0.469	1	2.767412E-001	1.82	6.821475E-009	0.27	2.811627E-002	0.25
1985	5	740.0	-0.469	2	2.766821E-001	1.82	6.818217E-009	0.27	2.810146E-002	0.25
1986	5	742.5	-0.499	0	2.542240E-001	1.82	6.252655E-009	0.27	2.552552E-002	0.25
1987	5	742.5	-0.499	1	2.540907E-001	1.82	6.251778E-009	0.27	2.553383E-002	0.25
1988	5	742.5	-0.499	2	2.541059E-001	1.82	6.257284E-009	0.27	2.555152E-002	0.25
1989	5	745.0	-0.530	0	2.263194E-001	1.82	5.577737E-009	0.27	2.257595E-002	0.25
1990	5	745.0	-0.530	1	2.263041E-001	1.82	5.576379E-009	0.27	2.256763E-002	0.25
1991	5	745.0	-0.530	2	2.263194E-001	1.82	5.573506E-009	0.27	2.255922E-002	0.25
1992	5	747.5	-0.564	0	2.037441E-001	1.82	5.034913E-009	0.27	2.019433E-002	0.25
1993	5	747.5	-0.564	1	2.038775E-001	1.82	5.035154E-009	0.27	2.019528E-002	0.25
1994	5	747.5	-0.564	2	2.037441E-001	1.82	5.033399E-009	0.27	2.019065E-002	0.25
1995	5	750.0	-0.600	0	1.933958E-001	1.82	4.799918E-009	0.27	1.908221E-002	0.25
1996	5	750.0	-0.600	1	1.933958E-001	1.82	4.799040E-009	0.27	1.907485E-002	0.25
1997	5	750.0	-0.600	2	1.933958E-001	1.82	4.796167E-009	0.27	1.906276E-002	0.25
1998	5	752.5	-0.638	0	1.849425E-001	1.82	4.585896E-009	0.27	1.807000E-002	0.25
1999	5	752.5	-0.638	1	1.848834E-001	1.82	4.584777E-009	0.27	1.806904E-002	0.25
2000	5	752.5	-0.638	2	1.848987E-001	1.82	4.585259E-009	0.27	1.807096E-002	0.25
2001	5	755.0	-0.678	0	1.790805E-001	1.82	4.434973E-009	0.27	1.733997E-002	0.25
2002	5	755.0	-0.678	1	1.790805E-001	1.82	4.433854E-009	0.27	1.733262E-002	0.25
2003	5	755.0	-0.678	2	1.790805E-001	1.82	4.434973E-009	0.27	1.734093E-002	0.25
2004	5	757.5	-0.719	0	1.672375E-001	1.82	4.126274E-009	0.27	1.599182E-002	0.25
2005	5	757.5	-0.719	1	1.672375E-001	1.82	4.126515E-009	0.27	1.599550E-002	0.25
2006	5	757.5	-0.719	2	1.672375E-001	1.82	4.125397E-009	0.27	1.598814E-002	0.25
2007	5	760.0	-0.761	0	1.512940E-001	1.82	3.717207E-009	0.27	1.426631E-002	0.25
2008	5	760.0	-0.761	1	1.512940E-001	1.82	3.714970E-009	0.27	1.425790E-002	0.25
2009	5	760.0	-0.761	2	1.513531E-001	1.82	3.715452E-009	0.27	1.426254E-002	0.25
2010	5	762.5	-0.804	0	1.347732E-001	1.82	3.292201E-009	0.27	1.249999E-002	0.25
2011	5	762.5	-0.804	1	1.346550E-001	1.82	3.292201E-009	0.27	1.249999E-002	0.25
2012	5	762.5	-0.804	2	1.346398E-001	1.82	3.292201E-009	0.27	1.249999E-002	0.25
2013	5	765.0	-0.848	0	1.163717E-001	1.82	2.831065E-009	0.27	1.063927E-002	0.25
2014	5	765.0	-0.848	1	1.164898E-001	1.82	2.831942E-009	0.27	1.064400E-002	0.25
2015	5	765.0	-0.848	2	1.164898E-001	1.82	2.833060E-009	0.27	1.065231E-002	0.25
2016	5	767.5	-0.893	0	1.036255E-001	1.82	2.505606E-009	0.27	9.337518E-003	0.25
2017	5	767.5	-0.893	1	1.036845E-001	1.82	2.505606E-009	0.27	9.339367E-003	0.25
2018	5	767.5	-0.893	2	1.036255E-001	1.82	2.505366E-009	0.27	9.337039E-003	0.25
2019	5	770.0	-0.938	0	8.789686E-002	1.82	2.115940E-009	0.27	7.827493E-003	0.25
2020	5	770.0	-0.938	1	8.792639E-002	1.82	2.117058E-009	0.27	7.831181E-003	0.25
2021	5	770.0	-0.938	2	8.786732E-002	1.82	2.115940E-009	0.27	7.827493E-003	0.25
2022	5	772.5	-0.985	0	7.974019E-002	1.82	1.914206E-009	0.27	7.015593E-003	0.25
2023	5	772.5	-0.985	1	7.976982E-002	1.82	1.916275E-009	0.27	7.023456E-003	0.25
2024	5	772.5	-0.985	2	7.976982E-002	1.82	1.916395E-009	0.27	7.021131E-003	0.25
2025	5	775.0	-1.031	0	7.475880E-002	1.82	1.789401E-009	0.27	6.497467E-003	0.25
2026	5	775.0	-1.031	1	7.475880E-002	1.82	1.789087E-009	0.27	6.495618E-003	0.25
2027	5	775.0	-1.031	2	7.475880E-002	1.82	1.787646E-009	0.27	6.491441E-003	0.25
2028	5	777.5	-1.078	0	6.737906E-002	1.82	1.601625E-009	0.27	5.756340E-003	0.25
2029	5	777.5	-1.078	1	6.731229E-002	1.82	1.601191E-009	0.27	5.756340E-003	0.25
2030	5	777.5	-1.078	2	6.728275E-002	1.82	1.600314E-009	0.27	5.752651E-003	0.25
2031	5	780.0	-1.126	0	6.747528E-002	1.82	1.591814E-009	0.27	5.673526E-003	0.25
2032	5	780.0	-1.126	1	6.747528E-002	1.82	1.591814E-009	0.27	5.671686E-003	0.25
2033	5	780.0	-1.126	2	6.747528E-002	1.82	1.592692E-009	0.27	5.677225E-003	0.25
2034	6	500.0	2.400	0	1.676374E-003	1.82	2.858674E-011	0.26	1.359077E-004	0.25
2035	6	500.0	2.400	1	1.672729E-003	1.83	2.849349E-011	0.27	1.356510E-004	0.26
2036	6	500.0	2.400	2	1.680354E-003	1.82	2.858152E-011	0.28	1.362460E-004	0.26
2037	6	502.5	2.447	0	2.695097E-003	1.82	4.857373E-011	0.27	2.336249E-004	0.25
2038	6	502.5	2.447	1	2.716809E-003	1.82	4.900109E-011	0.27	2.348799E-004	0.25
2039	6	502.5	2.447	2	2.703132E-003	1.82	4.887090E-011	0.26	2.333516E-004	0.26
2040	6	505.0	2.472	0	4.416396E-003	1.82	8.351923E-011	0.27	4.066496E-004	0.26
2041	6	505.0	2.472	1	4.418392E-003	1.82	8.356442E-011	0.27	4.062185E-004	0.25
2042	6	505.0	2.472	2	4.433525E-003	1.82	8.367743E-011	0.27	4.064741E-004	0.25
2043	6	507.5	2.479	0	6.722132E-003	1.82	1.322188E-010	0.27	6.503590E-004	0.25
2044	6	507.5	2.479	1	6.736272E-003	1.82	1.322731E-010	0.26	6.486833E-004	0.25
2045	6	507.5	2.479	2	6.723899E-003	1.82	1.321255E-010	0.27	6.497871E-004	0.26
2046	6	510.0	2.472	0	9.239845E-003	1.82	1.879005E-010	0.27	9.345268E-004	0.25
2047	6	510.0	2.472	1	9.254441E-003	1.82	1.886868E-010	0.27	9.353988E-004	0.25
2048	6	510.0	2.472	2	9.244827E-003	1.82	1.879176E-010	0.27	9.341081E-004	0.25
2049	6	512.5	2.456	0	1.292451E-002	1.82	2.719200E-010	0.27	1.366035E-003	0.25
2050	6	512.5	2.456	1	1.288216E-002	1.82	2.709273E-010	0.27	1.361749E-003	0.26
2051	6	512.5	2.456	2	1.289532E-002	1.82	2.714103E-010	0.27	1.365012E-003	0.25
2052	6	515.0	2.436	0	1.910014E-002	1.82	4.156759E-010	0.27	2.108413E-003	0.25
2053	6	515.0	2.436	1	1.908009E-002	1.82	4.155987E-010	0.27	2.103549E-003	0.25
2054	6	515.0	2.436	2	1.909687E-002	1.82	4.164816E-010	0.27	2.108757E-003	0.25
2055	6	517.5	2.416	0	2.929011E-002	1.82	6.600765E-010	0.27	3.361255E-003	0.25
2056	6	517.5	2.416	1	2.928218E-002	1.82	6.600797E-010	0.27	3.362257E-003	0.25
2057	6	517.5	2.416	2	2.928078E-002	1.82	6.597210E-010	0.27	3.360940E-003	0.25
2058	6	520.0	2.400	0	4.628841E-002	1.82	1.076914E-009	0.27	5.512011E-003	0.25
2059	6	520.0	2.400	1	4.625781E-002	1.82	1.075991E-009	0.27	5.505091E-003	0.25
2060	6	520.0	2.400	2	4.625876E-002	1.82	1.076157E-009	0.27	5.507754E-003	0.25
2061	6	522.5	2.393	0	7.825685E-002	1.82	1.872858E-009	0.27	9.628762E-003	0.25
2062	6	522.5	2.393	1	7.824407E-002	1.82	1.873723E-009	0.27	9.625716E-003	0.25
2063	6	522.5	2.393	2	7.827974E-002	1.82	1.874733E-009	0.27	9.631971E-003	0.25
2064	6	525.0	2.400	0	1.296380E-001	1.82	3.196702E-009	0.27	1.645034E-002	0.25
2065	6	525.0	2.400	1	1.295356E-001	1.82	3.194050E-009	0.27	1.644009E-002	0.25
2066	6	525.0	2.400	2	1.296272E-001	1.82	3.196126E-009	0.27	1.644898E-002	0.25
2067	6	527.5	2.419	0	1.890577E-001	1.82	4.774307E-009	0.27	2.464228E-002	0.25
2068	6	527.5	2.419	1	1.890729E-001	1.82	4.775474E-009	0.27	2.464324E-002	0.25
2069	6	527.5	2.419	2	1.890791E-001	1.82	4.777977E-009	0.27	2.465493E-002	0.25
2070	6	530.0	2.446	0	2.291017E-001	1.82	5.899446E-009	0.27	3.051725E-002	0.25
2071	6	530.0	2.446	1	2.292046E-001	1.82	5.896331E-009	0.27	3.049132E-002	0.25
2072	6	530.0	2.446	2	2.292789E-001	1.82	5.899156E-009	0.27	3.050374E-002	0.25
2073	6	532.5	2.477	0	2.241348E-001	1.82	5.875673E-009	0.27	3.041733E-002	0.25
2074	6	532.5	2.477	1	2.242391E-001	1.82	5.879414E-009	0.27	3.043845E-002	0.25
2075	6	532.5	2.477	2	2.242543E-001	1.82	5.880499E-009	0.27	3.044188E-002	0.25
2076	6	535.0	2.513	0	1.938317E-001	1.82	5.165297E-009	0.27	2.676349E-002	0.25
2077	6	535.0	2.513	1	1.936021E-001	1.82	5.161704E-009	0.27	2.675422E-002	0.25
2078	6	535.0	2.513	2	1.936550E-001	1.82	5.162703E-009	0.27	2.675190E-002	0.25
2079	6	537.5	2.550	0	1.709454E-001	1.82	4.623233E-009	0.27	2.400217E-002	0.25
2080	6	537.5	2.550	1	1.709526E-001	1.82	4.623265E-009	0.27	2.400529E-002	0.25
2081	6	537.5	2.550	2	1.710421E-001	1.82	4.623676E-009	0.27	2.400728E-002	0.25
2082	6	540.0	2.587	0	1.612345E-001	1.82	4.424646E-009	0.27	2.297149E-002	0.25
2083	6	540.0	2.587	1	1.610349E-001	1.82	4.419345E-009	0.27	2.294877E-002	0.25
2084	6	540.0	2.587	2	1.611678E-001	1.82	4.423530E-009	0.27	2.296597E-002	0.25
2085	6	542.5	2.623	0	1.561056E-001	1.82	4.332075E-009	0.27	2.249715E-002	0.25
2086	6	542.5	2.623	1	1.561723E-001	1.82	4.333074E-009	0.27	2.250091E-002	0.25
2087	6	542.5	2.623	2	1.561647E-001	1.82	4.333791E-009	0.27	2.250508E-002	0.25
2088	6	545.0	2.654	0	1.478524E-001	1.82	4.127551E-009	0.27	2.148598E-002	0.25
2089	6	545.0	2.654	1	1.477995E-001	1.82	4.126949E-009	0.27	2.148222E-002	0.25
2090	6	545.0	2.654	2	1.477843E-001	1.82	4.125914E-009	0.27	2.147247E-002	0.25
2091	6	547.5	2.681	0	1.380962E-001	1.82	3.853569E-009	0.27	2.016009E-002	0.25
2092	6	547.5	2.681	1	1.380147E-001	1.82	3.853618E-009	0.27	2.015737E-002	0.25
2093	6	547.5	2.681	2	1.381781E-001	1.82	3.855373E-009	0.27	2.016752E-002	0.25
2094	6	550.0	2.700	0	1.306275E-001	1.82	3.646736E-009	0.27	1.916828E-002	0.25
2095	6	550.0	2.700	1	1.305170E-001	1.82	3.644668E-009	0.27	1.915806E-002	0.25
2096	6	550.0	2.700	2	1.305837E-001	1.82	3.644981E-009	0.27	1.915717E-002	0.25
2097	6	552.5	2.714	0	1.265047E-001	1.82	3.544112E-009	0.27	1.868195E-002	0.25
2098	6	552.5	2.714	1	1.265123E-001	1.82	3.545785E-009	0.27	1.869314E-002	0.25
2099	6	552.5	2.714	2	1.265866E-001	1.82	3.546904E-009	0.27	1.869218E-002	0.25
2100	6	555.0	2.724	0	1.258973E-001	1.82	3.537295E-009	0.27	1.867931E-002	0.25
2101	6	555.0	2.724	1	1.258459E-001	1.82	3.536176E-009	0.27	1.867699E-002	0.25
2102	6	555.0	2.724	2	1.259197E-001	1.82	3.539002E-009	0.27	1.868468E-002	0.25
2103	6	557.5	2.732	0	1.278966E-001	1.82	3.617698E-009	0.27	1.908860E-002	0.25
2104	6	557.5	2.732	1	1.278889E-001	1.82	3.619453E-009	0.27	1.909924E-002	0.25
2105	6	557.5	2.732	2	1.279556E-001	1.82	3.620692E-009	0.27	1.910437E-002	0.25
2106	6	560.0	2.736	0	1.344550E-001	1.82	3.859760E-009	0.27	2.024841E-002	0.25
2107	6	560.0	2.736	1	1.344097E-001	1.82	3.857320E-009	0.27	2.023682E-002	0.25
2108	6	560.0	2.736	2	1.344398E-001	1.82	3.857198E-009	0.27	2.023314E-002	0.25
2109	6	562.5	2.738	0	1.516117E-001	1.82	4.433735E-009	0.27	2.305142E-002	0.25
2110	6	562.5	2.738	1	1.518133E-001	1.82	4.436141E-009	0.27	2.304774E-002	0.25
2111	6	562.5	2.738	2	1.517827E-001	1.82	4.435095E-009	0.27	2.303893E-002	0.25
2112	6	565.0	2.736	0	1.705315E-001	1.82	5.022792E-009	0.27	2.596587E-002	0.25
2113	6	565.0	2.736	1	1.705529E-001	1.82	5.022348E-009	0.27	2.596875E-002	0.25
2114	6	565.0	2.736	2	1.706119E-001	1.82	5.023740E-009	0.27	2.596867E-002	0.25
2115	6	567.5	2.732	0	1.590881E-001	1.82	4.601887E-009	0.27	2.398690E-002	0.25
2116	6	567.5	2.732	1	1.590881E-001	1.82	4.603404E-009	0.27	2.400338E-002	0.25
2117	6	567.5	2.732	2	1.589914E-001	1.82	4.601970E-009	0.27	2.399330E-002	0.25
2118	6	570.0	2.724	0	1.381038E-001	1.82	3.919635E-009	0.27	2.069844E-002	0.25
2119	6	570.0	2.724	1	1.380071E-001	1.82	3.920753E-009	0.27	2.070539E-002	0.25
2120	6	570.0	2.724	2	1.379995E-001	1.82	3.920548E-009	0.27	2.070355E-002	0.25
2121	6	572.5	2.714	0	1.283782E-001	1.82	3.614188E-009	0.27	1.922972E-002	0.25
2122	6	572.5	2.714	1	1.283405E-001	1.82	3.612071E-009	0.27	1.922197E-002	0.25
2123	6	572.5	2.714	2	1.283629E-001	1.82	3.613706E-009	0.27	1.923061E-002	0.25
2124	6	575.0	2.700	0	1.256534E-001	1.82	3.519500E-009	0.27	1.880645E-002	0.25
2125	6	575.0	2.700	1	1.256834E-001	1.82	3.521699E-009	0.27	1.882068E-002	0.25
2126	6	575.0	2.700	2	1.256911E-001	1.82	3.521303E-009	0.27	1.881068E-002	0.25
2127	6	577.5	2.684	0	1.256534E-001	1.82	3.509375E-009	0.27	1.877634E-002	0.25
2128	6	577.5	2.684	1	1.256320E-001	1.82	3.508063E-009	0.27	1.877964E-002	0.25
2129	6	577.5	2.684	2	1.256534E-001	1.82	3.509013E-009	0.27	1.877685E-002	0.25
2130	6	580.0	2.664	0	1.256610E-001	1.82	3.504505E-009	0.27	1.874586E-002	0.25
2131	6	580.0	2.664	1	1.255277E-001	1.82	3.502630E-009	0.27	1.873427E-002	0.25
2132	6	580.0	2.664	2	1.255201E-001	1.82	3.501511E-009	0.27	1.873060E-002	0.25
2133	6	582.5	2.642	0	1.244992E-001	1.82	3.473640E-009	0.27	1.854698E-002	0.25
2134	6	582.5	2.642	1	1.244249E-001	1.82	3.473278E-009	0.27	1.855106E-002	0.25
2135	6	582.5	2.642	2	1.243949E-001	1.82	3.471080E-009	0.27	1.853298E-002	0.25
2136	6	585.0	2.616	0	1.244763E-001	1.82	3.474156E-009	0.27	1.853673E-002	0.25
2137	6	585.0	2.616	1	1.244616E-001	1.82	3.474951E-009	0.27	1.854051E-002	0.25
2138	6	585.0	2.616	2	1.244025E-001	1.82	3.471644E-009	0.27	1.852146E-002	0.25
2139	6	587.5	2.588	0	1.286511E-001	1.82	3.585593E-009	0.27	1.913589E-002	0.25
2140	6	587.5	2.588	1	1.285920E-001	1.82	3.584393E-009	0.27	1.912982E-002	0.25
2141	6	587.5	2.588	2	1.285330E-001	1.82	3.586591E-009	0.27	1.914964E-002	0.25
2142	6	590.0	2.556	0	1.344398E-001	1.82	3.739028E-009	0.27	1.994680E-002	0.25
2143	6	590.0	2.556	1	1.343883E-001	1.82	3.738430E-009	0.27	1.994496E-002	0.25
2144	6	590.0	2.556	2	1.343507E-001	1.82	3.738512E-009	0.27	1.994217E-002	0.25
2145	6	592.5	2.522	0	1.368086E-001	1.82	3.801482E-009	0.27	2.023314E-002	0.25
2146	6	592.5	2.522	1	1.368086E-001	1.82	3.800290E-009	0.27	2.023458E-002	0.25
2147	6	592.5	2.522	2	1.368010E-001	1.82	3.801684E-009	0.27	2.023682E-002	0.25
2148	6	595.0	2.484	0	1.367420E-001	1.82	3.796297E-009	0.27	2.015266E-002	0.25
2149	6	595.0	2.484	1	1.367496E-001	1.82	3.798052E-009	0.27	2.016833E-002	0.25
2150	6	595.0	2.484	2	1.367420E-001	1.82	3.796741E-009	0.27	2.015777E-002	0.25
2151	6	597.5	2.444	0	1.430327E-001	1.82	3.965734E-009	0.27	2.101677E-002	0.25
2152	6	597.5	2.444	1	1.431146E-001	1.82	3.968534E-009	0.27	2.103022E-002	0.25
2153	6	597.5	2.444	2	1.431370E-001	1.82	3.968415E-009	0.27	2.103206E-002	0.25
2154	6	600.0	2.400	0	1.573556E-001	1.82	4.350579E-009	0.27	2.302877E-002	0.25
